0.928	0.459
1.928	0.459
2.928	0.459
3.928	0.459
4.928	0.459
5.928	0.459
6.928	0.459
7.928	0.459
8.928	0.459
9.928	0.459
10.928	0.459
11.928	0.459
12.928	0.459
13.928	0.459
14.928	0.459
15.928	0.459
16.928	0.459
17.928	0.459
18.928	0.459
19.928	0.459
20.928	0.459
21.928	0.459
22.928	0.459
23.928	0.459
24.928	0.459
25.928	0.459
26.928	0.459
27.928	0.459
28.928	0.459
29.928	0.459
30.928	0.459
31.928	0.459
32.928	0.459
33.928	0.459
34.928	0.459
35.928	0.459
36.928	0.459
37.928	0.459
38.928	0.459
39.928	0.459
40.928	0.459
41.928	0.459
42.928	0.459
43.928	0.459
44.928	0.459
45.928	0.459
46.928	0.459
47.928	0.459
48.928	0.459
49.928	0.459
50.928	0.459
51.928	0.459
52.928	0.459
53.928	0.459
54.928	0.459
55.928	0.459
56.928	0.459
57.928	0.459
58.928	0.459
59.928	0.459
60.928	0.459
61.928	0.459
62.928	0.459
63.928	0.459
64.928	0.459
65.928	0.459
66.928	0.459
67.928	0.459
68.928	0.459
69.928	0.459
70.928	0.459
71.928	0.459
72.928	0.459
73.928	0.459
74.928	0.459
75.928	0.459
76.928	0.459
77.928	0.459
78.928	0.459
79.928	0.459
80.928	0.459
81.928	0.459
82.928	0.459
83.928	0.459
84.928	0.459
85.928	0.459
86.928	0.459
87.928	0.459
88.928	0.459
89.928	0.459
90.928	0.459
91.928	0.459
92.928	0.459
93.928	0.459
94.928	0.459
95.928	0.459
96.928	0.459
97.928	0.459
98.928	0.459
99.928	0.459
100.928	0.459
101.928	0.459
102.928	0.459
103.928	0.459
104.928	0.459
105.928	0.459
106.928	0.459
107.928	0.459
108.928	0.459
109.928	0.459
110.928	0.459
111.928	0.459
112.928	0.459
113.928	0.459
114.928	0.459
115.928	0.459
116.928	0.459
117.928	0.459
118.928	0.459
119.928	0.459
120.928	0.459
121.928	0.459
122.928	0.459
123.928	0.459
124.928	0.459
125.928	0.459
126.928	0.459
127.928	0.459
128.928	0.459
129.928	0.459
130.928	0.459
131.928	0.459
132.928	0.459
133.928	0.459
134.928	0.459
135.928	0.459
136.928	0.459
137.928	0.459
138.928	0.459
139.928	0.459
140.928	0.459
141.928	0.459
142.928	0.459
143.928	0.459
144.928	0.459
145.928	0.459
146.928	0.459
147.928	0.459
148.928	0.459
149.928	0.459
150.928	0.459
151.928	0.459
152.928	0.459
153.928	0.459
154.928	0.459
155.928	0.459
156.928	0.459
157.928	0.459
158.928	0.459
159.928	0.459
160.928	0.459
161.928	0.459
162.928	0.459
163.928	0.459
164.928	0.459
165.928	0.459
166.928	0.459
167.928	0.459
168.928	0.459
169.928	0.459
170.928	0.459
171.928	0.459
172.928	0.459
173.928	0.459
174.928	0.459
175.928	0.459
176.928	0.459
177.928	0.459
178.928	0.459
179.928	0.459
180.928	0.459
181.928	0.459
182.928	0.459
183.928	0.459
184.928	0.459
185.928	0.459
186.928	0.459
187.928	0.459
188.928	0.459
189.928	0.459
190.928	0.459
191.928	0.459
192.928	0.459
193.928	0.459
194.928	0.459
195.928	0.459
196.928	0.459
197.928	0.459
198.928	0.459
199.928	0.459
200.928	0.459
201.928	0.459
202.928	0.459
203.928	0.459
204.928	0.459
205.928	0.459
206.928	0.459
207.928	0.459
208.928	0.459
209.928	0.459
210.928	0.459
211.928	0.459
212.928	0.459
213.928	0.459
214.928	0.459
215.928	0.459
216.928	0.459
217.928	0.459
218.928	0.459
219.928	0.459
220.928	0.459
221.928	0.459
222.928	0.459
223.928	0.459
224.928	0.459
225.928	0.459
226.928	0.459
227.928	0.459
228.928	0.459
229.928	0.459
230.928	0.459
231.928	0.459
232.928	0.459
233.928	0.459
234.928	0.459
235.928	0.459
236.928	0.459
237.928	0.459
238.928	0.459
239.928	0.459
240.928	0.459
241.928	0.459
242.928	0.459
243.928	0.459
244.928	0.459
245.928	0.459
246.928	0.459
247.928	0.459
248.928	0.459
249.928	0.459
250.928	0.459
251.928	0.459
252.928	0.459
253.928	0.459
254.928	0.459
255.928	0.459
256.928	0.459
257.928	0.459
258.928	0.459
259.928	0.459
260.928	0.459
261.928	0.459
262.928	0.459
263.928	0.459
264.928	0.459
265.928	0.459
266.928	0.459
267.928	0.459
268.928	0.459
269.928	0.459
270.928	0.459
271.928	0.459
272.928	0.459
273.928	0.459
274.928	0.459
275.928	0.459
276.928	0.459
277.928	0.459
278.928	0.459
279.928	0.459
280.928	0.459
281.928	0.459
282.928	0.459
283.928	0.459
284.928	0.459
285.928	0.459
286.928	0.459
287.928	0.459
288.928	0.459
289.928	0.459
290.928	0.459
291.928	0.459
292.928	0.459
293.928	0.459
294.928	0.459
295.928	0.459
296.928	0.459
297.928	0.459
298.928	0.459
299.928	0.459
300.928	0.459
301.928	0.459
302.928	0.459
303.928	0.459
304.928	0.459
305.928	0.459
306.928	0.459
307.928	0.459
308.928	0.459
309.928	0.459
310.928	0.459
311.928	0.459
312.928	0.459
313.928	0.459
314.928	0.459
315.928	0.459
316.928	0.459
317.928	0.459
318.928	0.459
319.928	0.459
320.928	0.459
321.928	0.459
322.928	0.459
323.928	0.459
324.928	0.459
325.928	0.459
326.928	0.459
327.928	0.459
328.928	0.459
329.928	0.459
330.928	0.459
331.928	0.459
332.928	0.459
333.928	0.459
334.928	0.459
335.928	0.459
336.928	0.459
337.928	0.459
338.928	0.459
339.928	0.459
340.928	0.459
341.928	0.459
342.928	0.459
343.928	0.459
344.928	0.459
345.928	0.459
346.928	0.459
347.928	0.459
348.928	0.459
349.928	0.459
350.928	0.459
351.928	0.459
352.928	0.459
353.928	0.459
354.928	0.459
355.928	0.459
356.928	0.459
357.928	0.459
358.928	0.459
359.928	0.459
360.928	0.459
361.928	0.459
362.928	0.459
363.928	0.459
364.928	0.459
365.928	0.459
366.928	0.459
367.928	0.459
368.928	0.459
369.928	0.459
370.928	0.459
371.928	0.459
372.928	0.459
373.928	0.459
374.928	0.459
375.928	0.459
376.928	0.459
377.928	0.459
378.928	0.459
379.928	0.459
380.928	0.459
381.928	0.459
382.928	0.459
383.928	0.459
384.928	0.459
385.928	0.459
386.928	0.459
387.928	0.459
388.928	0.459
389.928	0.459
390.928	0.459
391.928	0.459
392.928	0.459
393.928	0.459
394.928	0.459
395.928	0.459
396.928	0.459
397.928	0.459
398.928	0.459
399.928	0.459
400.928	0.459
401.928	0.459
402.928	0.459
403.928	0.459
404.928	0.459
405.928	0.459
406.928	0.459
407.928	0.459
408.928	0.459
409.928	0.459
410.928	0.459
411.928	0.459
412.928	0.459
413.928	0.459
414.928	0.459
415.928	0.459
416.928	0.459
417.928	0.459
418.928	0.459
419.928	0.459
420.928	0.459
421.928	0.459
422.928	0.459
423.928	0.459
424.928	0.459
425.928	0.459
426.928	0.459
427.928	0.459
428.928	0.459
429.928	0.459
430.928	0.459
431.928	0.459
432.928	0.459
433.928	0.459
434.928	0.459
435.928	0.459
436.928	0.459
437.928	0.459
438.928	0.459
439.928	0.459
440.928	0.459
441.928	0.459
442.928	0.459
443.928	0.459
444.928	0.459
445.928	0.459
446.928	0.459
447.928	0.459
448.928	0.459
449.928	0.459
450.928	0.459
451.928	0.459
452.928	0.459
453.928	0.459
454.928	0.459
455.928	0.459
456.928	0.459
457.928	0.459
458.928	0.459
459.928	0.459
460.928	0.459
461.928	0.459
462.928	0.459
463.928	0.459
464.928	0.459
465.928	0.459
466.928	0.459
467.928	0.459
468.928	0.459
469.928	0.459
470.928	0.459
471.928	0.459
472.928	0.459
473.928	0.459
474.928	0.459
475.928	0.459
476.928	0.459
477.928	0.459
478.928	0.459
479.928	0.459
480.928	0.459
481.928	0.459
482.928	0.459
483.928	0.459
484.928	0.459
485.928	0.459
486.928	0.459
487.928	0.459
488.928	0.459
489.928	0.459
490.928	0.459
491.928	0.459
492.928	0.459
493.928	0.459
494.928	0.459
495.928	0.459
496.928	0.459
497.928	0.459
498.928	0.459
499.928	0.459
500.928	0.459
501.928	0.459
502.928	0.459
503.928	0.459
504.928	0.459
505.928	0.459
506.928	0.459
507.928	0.459
508.928	0.459
509.928	0.459
510.928	0.459
511.928	0.459
512.928	0.459
513.928	0.459
514.928	0.459
515.928	0.459
516.928	0.459
517.928	0.459
518.928	0.459
519.928	0.459
520.928	0.459
521.928	0.459
522.928	0.459
523.928	0.459
524.928	0.459
525.928	0.459
526.928	0.459
527.928	0.459
528.928	0.459
529.928	0.459
530.928	0.459
531.928	0.459
532.928	0.459
533.928	0.459
534.928	0.459
535.928	0.459
536.928	0.459
537.928	0.459
538.928	0.459
539.928	0.459
540.928	0.459
541.928	0.459
542.928	0.459
543.928	0.459
544.928	0.459
545.928	0.459
546.928	0.459
547.928	0.459
548.928	0.459
549.928	0.459
550.928	0.459
551.928	0.459
552.928	0.459
553.928	0.459
554.928	0.459
555.928	0.459
556.928	0.459
557.928	0.459
558.928	0.459
559.928	0.459
560.928	0.459
561.928	0.459
562.928	0.459
563.928	0.459
564.928	0.459
565.928	0.459
566.928	0.459
567.928	0.459
568.928	0.459
569.928	0.459
570.928	0.459
571.928	0.459
572.928	0.459
573.928	0.459
574.928	0.459
575.928	0.459
576.928	0.459
577.928	0.459
578.928	0.459
579.928	0.459
580.928	0.459
581.928	0.459
582.928	0.459
583.928	0.459
584.928	0.459
585.928	0.459
586.928	0.459
587.928	0.459
588.928	0.459
589.928	0.459
590.928	0.459
591.928	0.459
592.928	0.459
593.928	0.459
594.928	0.459
595.928	0.459
596.928	0.459
597.928	0.459
598.928	0.459
599.928	0.459
600.928	0.459
601.928	0.459
602.928	0.459
603.928	0.459
604.928	0.459
605.928	0.459
606.928	0.459
607.928	0.459
608.928	0.459
609.928	0.459
610.928	0.459
611.928	0.459
612.928	0.459
613.928	0.459
614.928	0.459
615.928	0.459
616.928	0.459
617.928	0.459
618.928	0.459
619.928	0.459
620.928	0.459
621.928	0.459
622.928	0.459
623.928	0.459
624.928	0.459
625.928	0.459
626.928	0.459
627.928	0.459
628.928	0.459
629.928	0.459
630.928	0.459
631.928	0.459
632.928	0.459
633.928	0.459
634.928	0.459
635.928	0.459
636.928	0.459
637.928	0.459
638.928	0.459
639.928	0.459
640.928	0.459
641.928	0.459
642.928	0.459
643.928	0.459
644.928	0.459
645.928	0.459
646.928	0.459
647.928	0.459
648.928	0.459
649.928	0.459
650.928	0.459
651.928	0.459
652.928	0.459
653.928	0.459
654.928	0.459
655.928	0.459
656.928	0.459
657.928	0.459
658.928	0.459
659.928	0.459
660.928	0.459
661.928	0.459
662.928	0.459
663.928	0.459
664.928	0.459
665.928	0.459
666.928	0.459
667.928	0.459
668.928	0.459
669.928	0.459
670.928	0.459
671.928	0.459
672.928	0.459
673.928	0.459
674.928	0.459
675.928	0.459
676.928	0.459
677.928	0.459
678.928	0.459
679.928	0.459
680.928	0.459
681.928	0.459
682.928	0.459
683.928	0.459
684.928	0.459
685.928	0.459
686.928	0.459
687.928	0.459
688.928	0.459
689.928	0.459
690.928	0.459
691.928	0.459
692.928	0.459
693.928	0.459
694.928	0.459
695.928	0.459
696.928	0.459
697.928	0.459
698.928	0.459
699.928	0.459
700.928	0.459
701.928	0.459
702.928	0.459
703.928	0.459
704.928	0.459
705.928	0.459
706.928	0.459
707.928	0.459
708.928	0.459
709.928	0.459
710.928	0.459
711.928	0.459
712.928	0.459
713.928	0.459
714.928	0.459
715.928	0.459
716.928	0.459
717.928	0.459
718.928	0.459
719.928	0.459
720.928	0.459
721.928	0.459
722.928	0.459
723.928	0.459
724.928	0.459
725.928	0.459
726.928	0.459
727.928	0.459
728.928	0.459
729.928	0.459
730.928	0.459
731.928	0.459
732.928	0.459
733.928	0.459
734.928	0.459
735.928	0.459
736.928	0.459
737.928	0.459
738.928	0.459
739.928	0.459
740.928	0.459
741.928	0.459
742.928	0.459
743.928	0.459
744.928	0.459
745.928	0.459
746.928	0.459
747.928	0.459
748.928	0.459
749.928	0.459
750.928	0.459
751.928	0.459
752.928	0.459
753.928	0.459
754.928	0.459
755.928	0.459
756.928	0.459
757.928	0.459
758.928	0.459
759.928	0.459
760.928	0.459
761.928	0.459
762.928	0.459
763.928	0.459
764.928	0.459
765.928	0.459
766.928	0.459
767.928	0.459
768.928	0.459
769.928	0.459
770.928	0.459
771.928	0.459
772.928	0.459
773.928	0.459
774.928	0.459
775.928	0.459
776.928	0.459
777.928	0.459
778.928	0.459
779.928	0.459
780.928	0.459
781.928	0.459
782.928	0.459
783.928	0.459
784.928	0.459
785.928	0.459
786.928	0.459
787.928	0.459
788.928	0.459
789.928	0.459
790.928	0.459
791.928	0.459
792.928	0.459
793.928	0.459
794.928	0.459
795.928	0.459
796.928	0.459
797.928	0.459
798.928	0.459
799.928	0.459
800.928	0.459
801.928	0.459
802.928	0.459
803.928	0.459
804.928	0.459
805.928	0.459
806.928	0.459
807.928	0.459
808.928	0.459
809.928	0.459
810.928	0.459
811.928	0.459
812.928	0.459
813.928	0.459
814.928	0.459
815.928	0.459
816.928	0.459
817.928	0.459
818.928	0.459
819.928	0.459
820.928	0.459
821.928	0.459
822.928	0.459
823.928	0.459
824.928	0.459
825.928	0.459
826.928	0.459
827.928	0.459
828.928	0.459
829.928	0.459
830.928	0.459
831.928	0.459
832.928	0.459
833.928	0.459
834.928	0.459
835.928	0.459
836.928	0.459
837.928	0.459
838.928	0.459
839.928	0.459
840.928	0.459
841.928	0.459
842.928	0.459
843.928	0.459
844.928	0.459
845.928	0.459
846.928	0.459
847.928	0.459
848.928	0.459
849.928	0.459
850.928	0.459
851.928	0.459
852.928	0.459
853.928	0.459
854.928	0.459
855.928	0.459
856.928	0.459
857.928	0.459
858.928	0.459
859.928	0.459
860.928	0.459
861.928	0.459
862.928	0.459
863.928	0.459
864.928	0.459
865.928	0.459
866.928	0.459
867.928	0.459
868.928	0.459
869.928	0.459
870.928	0.459
871.928	0.459
872.928	0.459
873.928	0.459
874.928	0.459
875.928	0.459
876.928	0.459
877.928	0.459
878.928	0.459
879.928	0.459
880.928	0.459
881.928	0.459
882.928	0.459
883.928	0.459
884.928	0.459
885.928	0.459
886.928	0.459
887.928	0.459
888.928	0.459
889.928	0.459
890.928	0.459
891.928	0.459
892.928	0.459
893.928	0.459
894.928	0.459
895.928	0.459
896.928	0.459
897.928	0.459
898.928	0.459
899.928	0.459
900.928	0.459
901.928	0.459
902.928	0.459
903.928	0.459
904.928	0.459
905.928	0.459
906.928	0.459
907.928	0.459
908.928	0.459
909.928	0.459
910.928	0.459
911.928	0.459
912.928	0.459
913.928	0.459
914.928	0.459
915.928	0.459
916.928	0.459
917.928	0.459
918.928	0.459
919.928	0.459
920.928	0.459
921.928	0.459
922.928	0.459
923.928	0.459
924.928	0.459
925.928	0.459
926.928	0.459
927.928	0.459
928.928	0.459
929.928	0.459
930.928	0.459
931.928	0.459
932.928	0.459
933.928	0.459
934.928	0.459
935.928	0.459
936.928	0.459
937.928	0.459
938.928	0.459
939.928	0.459
940.928	0.459
941.928	0.459
942.928	0.459
943.928	0.459
944.928	0.459
945.928	0.459
946.928	0.459
947.928	0.459
948.928	0.459
949.928	0.459
950.928	0.459
951.928	0.459
952.928	0.459
953.928	0.459
954.928	0.459
955.928	0.459
956.928	0.459
957.928	0.459
958.928	0.459
959.928	0.459
960.928	0.459
961.928	0.459
962.928	0.459
963.928	0.459
964.928	0.459
965.928	0.459
966.928	0.459
967.928	0.459
968.928	0.459
969.928	0.459
970.928	0.459
971.928	0.459
972.928	0.459
973.928	0.459
974.928	0.459
975.928	0.459
976.928	0.459
977.928	0.459
978.928	0.459
979.928	0.459
980.928	0.459
981.928	0.459
982.928	0.459
983.928	0.459
984.928	0.459
985.928	0.459
986.928	0.459
987.928	0.459
988.928	0.459
989.928	0.459
990.928	0.459
991.928	0.459
992.928	0.459
993.928	0.459
994.928	0.459
995.928	0.459
996.928	0.459
997.928	0.459
998.928	0.459
999.928	0.459
